        1590
   142.498001       38.2962990    
   142.498001       38.2962990    
   142.498001       38.2962990    
   142.498001       38.2962990    
   142.498001       38.2962990    
   142.498001       38.2962990    
   142.498001       38.2962990    
   142.498001       38.2962990    
   142.498001       38.2962990    
   139.788162       36.5124779    
   139.870941       36.4772758    
   139.953735       36.4420738    
   140.036514       36.4068718    
   140.119293       36.3716698    
   140.202072       36.3364677    
   140.284866       36.3012695    
   140.367645       36.2660675    
   140.450424       36.2308655    
   140.533203       36.1956635    
   140.615997       36.1604614    
   140.698776       36.1252594    
   140.781555       36.0900612    
   140.864334       36.0548592    
   140.947128       36.0196571    
   141.029907       35.9844551    
   141.112686       35.9492531    
   141.195465       35.9140511    
   141.278259       35.8788528    
   141.361038       35.8436508    
   141.443817       35.8084488    
   141.526596       35.7732468    
   141.609375       35.7380447    
   141.692169       35.7028465    
   141.774948       35.6676445    
   141.857727       35.6324425    
   141.940506       35.5972404    
   142.023300       35.5620384    
   142.106079       35.5268364    
   142.188858       35.4916382    
   142.271637       35.4564362    
   139.823303       36.5954056    
   139.906082       36.5602036    
   139.988876       36.5250015    
   140.071655       36.4897995    
   140.154434       36.4545975    
   140.237213       36.4193954    
   140.320007       36.3841972    
   140.402786       36.3489952    
   140.485565       36.3137932    
   140.568344       36.2785912    
   140.651138       36.2433891    
   140.733917       36.2081871    
   140.816696       36.1729889    
   140.899475       36.1377869    
   140.982269       36.1025848    
   141.065048       36.0673828    
   141.147827       36.0321808    
   141.230606       35.9969788    
   141.313400       35.9617805    
   141.396179       35.9265785    
   141.478958       35.8913765    
   141.561737       35.8561745    
   141.644516       35.8209724    
   141.727310       35.7857742    
   141.810089       35.7505722    
   141.892868       35.7153702    
   141.975647       35.6801682    
   142.058441       35.6449661    
   142.141220       35.6097641    
   142.223999       35.5745659    
   142.306778       35.5393639    
   139.858444       36.6783333    
   139.941223       36.6431313    
   140.024017       36.6079292    
   140.106796       36.5727272    
   140.189575       36.5375252    
   140.272354       36.5023232    
   140.355148       36.4671249    
   140.437927       36.4319229    
   140.520706       36.3967209    
   140.603485       36.3615189    
   140.686279       36.3263168    
   140.769058       36.2911148    
   140.851837       36.2559166    
   140.934616       36.2207146    
   141.017410       36.1855125    
   141.100189       36.1503105    
   141.182968       36.1151085    
   141.265747       36.0799065    
   141.348541       36.0447083    
   141.431320       36.0095062    
   141.514099       35.9743042    
   141.596878       35.9391022    
   141.679657       35.9039001    
   141.762451       35.8687019    
   141.845230       35.8334999    
   141.928009       35.7982979    
   142.010788       35.7630959    
   142.093582       35.7278938    
   142.176361       35.6926918    
   142.259140       35.6574936    
   142.341919       35.6222916    
   139.893585       36.7612648    
   139.976364       36.7260628    
   140.059158       36.6908607    
   140.141937       36.6556587    
   140.224716       36.6204567    
   140.307495       36.5852547    
   140.390289       36.5500565    
   140.473068       36.5148544    
   140.555847       36.4796524    
   140.638626       36.4444504    
   140.721420       36.4092484    
   140.804199       36.3740463    
   140.886978       36.3388481    
   140.969757       36.3036461    
   141.052551       36.2684441    
   141.135330       36.2332420    
   141.218109       36.1980400    
   141.300888       36.1628380    
   141.383682       36.1276398    
   141.466461       36.0924377    
   141.549240       36.0572357    
   141.632019       36.0220337    
   141.714798       35.9868317    
   141.797592       35.9516335    
   141.880371       35.9164314    
   141.963150       35.8812294    
   142.045929       35.8460274    
   142.128723       35.8108253    
   142.211502       35.7756233    
   142.294281       35.7404251    
   142.377060       35.7052231    
   139.928726       36.8441925    
   140.011505       36.8089905    
   140.094299       36.7737885    
   140.177078       36.7385864    
   140.259857       36.7033844    
   140.342636       36.6681824    
   140.425430       36.6329842    
   140.508209       36.5977821    
   140.590988       36.5625801    
   140.673767       36.5273781    
   140.756561       36.4921761    
   140.839340       36.4569740    
   140.922119       36.4217758    
   141.004898       36.3865738    
   141.087692       36.3513718    
   141.170471       36.3161697    
   141.253250       36.2809677    
   141.336029       36.2457657    
   141.418823       36.2105675    
   141.501602       36.1753654    
   141.584381       36.1401634    
   141.667160       36.1049614    
   141.749939       36.0697594    
   141.832733       36.0345612    
   141.915512       35.9993591    
   141.998291       35.9641571    
   142.081070       35.9289551    
   142.163864       35.8937531    
   142.246643       35.8585510    
   142.329422       35.8233528    
   142.412201       35.7881508    
   139.963867       36.9271202    
   140.046646       36.8919182    
   140.129440       36.8567162    
   140.212219       36.8215141    
   140.294998       36.7863121    
   140.377777       36.7511101    
   140.460571       36.7159119    
   140.543350       36.6807098    
